100,NEM12,201405061234,UNITEDDP,NEMMCO
200,SAMPLE2,E1E2,E1,E1,,1170996,KWH,30,
300,20150803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.15,.287,.456,.537,.45,.438,.425,.381,.412,.487,.512,.425,.381,.381,.325,.319,.294,.275,.281,.263,A,,,20150804035328,
300,20150804,.287,.269,.287,.269,.275,.281,.269,.281,.269,.281,.269,.281,.269,.275,.281,.269,.475,.269,.281,.281,.275,.281,.263,.287,.394,.269,.287,.231,.113,.269,.138,.125,.087,.169,.356,.338,.256,.231,.231,.263,.188,.175,.138,.106,.094,.069,.063,.081,A,,,20150805020347,
300,20150805,.063,.063,.069,.256,.087,.069,.125,.206,.063,.063,.087,.25,.081,.063,.056,.225,.419,.181,.244,.156,.106,.188,.087,.2,.362,.113,.063,.188,.063,.144,.1,.2,.269,.2,.169,.269,.45,.35,.338,.2,.344,.362,.212,.181,.225,.169,.131,.194,A,,,20150806024901,
300,20150806,.188,.119,.263,.244,.125,.175,.2,.1,.181,.2,.106,.181,.181,.094,.188,.169,.106,.375,.15,.138,.1,.094,.1,.131,.3,.15,.094,.081,.188,.094,.081,.1,.087,.1,.2,.781,.331,.444,.156,.338,.175,.175,.237,.1,.163,.075,.163,.075,A,,,20150807022909,
300,20150807,.163,.075,.163,.069,.175,.063,.163,.075,.169,.063,.169,.075,.169,.056,.175,.069,.331,.156,.219,.1,.125,.069,.063,.087,.269,.081,.075,.069,.075,.075,.063,.156,.094,.119,.119,.881,.225,.287,.325,.212,.281,.344,.287,.25,.188,.163,.138,.131,A,,,20150808030355,
300,20150808,.181,.175,.138,.119,.163,.163,.156,.1,.156,.181,.144,.1,.169,.169,.144,.113,.338,.2,.125,.144,.194,.188,.113,.075,.075,.263,.125,.156,.075,.138,.094,.113,.163,.475,.225,.281,.519,.3,.194,.281,.175,.3,.169,.237,.15,.169,.219,.131,A,,,20150809015036,
300,20150809,.194,.219,.131,.194,.237,.131,.194,.225,.131,.2,.237,.138,.188,.225,.131,.188,.231,.163,.313,.225,.125,.169,.163,.119,.412,.131,.175,.094,.15,.094,.275,.125,.181,.181,.169,.588,.237,.25,.263,.169,.169,.219,.156,.119,.15,.094,.125,.131,A,,,20150810013101,
300,20150810,.094,.156,.075,.144,.156,.069,.163,.156,.075,.15,.138,.081,.15,.119,.119,.4,.2,.138,.15,.169,.138,.087,.075,.325,.231,.106,.15,.087,.069,.069,.087,.206,.394,.637,.519,.537,.212,.256,.169,.269,.237,.169,.269,.106,.075,.15,.087,.156,A,,,20150811025917,
300,20150811,.131,.106,.156,.113,.119,.156,.138,.1,.156,.156,.106,.144,.163,.156,.094,.231,.281,.125,.119,.2,.212,.119,.188,.125,.306,.231,.1,.1,.087,.094,.094,.25,.2,.138,.713,.481,.269,.237,.294,.294,.206,.2,.206,.194,.081,.144,.163,.106,A,,,20150812025021,
300,20150812,.119,.156,.138,.094,.15,.163,.081,.15,.15,.094,.138,.163,.113,.106,.156,.325,.119,.163,.125,.125,.406,.094,.2,.156,.394,.087,.081,.069,.188,.087,.206,.206,.181,.725,.556,.237,.156,.231,.156,.275,.212,.231,.138,.163,.156,.069,.163,.175,A,,,20150813022343,
300,20150813,.094,.131,.169,.15,.094,.15,.175,.131,.1,.163,.169,.119,.119,.156,.163,.087,.35,.15,.094,.175,.169,.069,.069,.081,.069,.063,.069,.094,.131,.063,.294,.156,.113,.188,.244,.688,.369,.35,.344,.269,.225,.163,.188,.087,.144,.081,.144,.069,A,,,20150814015210,
300,20150814,.144,.119,.113,.15,.063,.15,.113,.113,.15,.063,.15,.106,.125,.144,.069,.325,.15,.144,.169,.075,.156,.075,.156,.106,.362,.163,.188,.188,.2,.087,.181,.175,.069,.188,.087,.081,.7,.175,.256,.287,.163,.231,.163,.175,.087,.15,.069,.138,A,,,20150815031833,
300,20150815,.113,.113,.138,.069,.15,.075,.138,.138,.075,.144,.113,.1,.15,.1,.113,.169,.269,.1,.15,.125,.125,.15,.069,.144,.25,.131,.069,.081,.081,.15,.087,.244,.087,.194,.163,.644,.369,.294,.188,.244,.194,.275,.175,.181,.163,.113,.237,.175,A,,,20150816050700,
300,20150816,.156,.119,.138,.169,.181,.163,.144,.156,.138,.15,.169,.188,.175,.169,.156,.156,.338,.163,.194,.188,.15,.169,.269,.175,.362,.15,.131,.081,.131,.169,.319,.244,.169,.113,.256,.231,.237,.25,.175,.225,.313,.188,.237,.138,.113,.169,.094,.131,A,,,20150817022536,
300,20150817,.163,.081,.15,.15,.081,.163,.138,.081,.163,.15,.075,.156,.163,.119,.119,.331,.169,.181,.188,.175,.144,.113,.175,.325,.263,.175,.144,.175,.1,.175,.175,.225,.2,.125,.694,.431,.369,.188,.225,.287,.169,.287,.194,.15,.212,.119,.156,.206,A,,,20150818020924,
300,20150818,.106,.169,.2,.113,.169,.181,.125,.15,.194,.15,.119,.194,.188,.113,.163,.381,.131,.163,.225,.144,.106,.113,.087,.225,.25,.119,.087,.081,.069,.081,.069,.125,.306,.087,.219,.738,.525,.237,.2,.256,.25,.219,.169,.188,.125,.119,.163,.106,A,,,20150819025720,
300,20150819,.138,.163,.094,.144,.169,.094,.131,.175,.106,.131,.156,.125,.119,.169,.144,.3,.175,.163,.075,.163,.256,.106,.075,.256,.212,.119,.075,.087,.081,.094,.1,.094,.181,.094,.269,.619,.206,.425,.356,.294,.338,.2,.275,.212,.169,.212,.125,.256,A,,,20150820025705,
300,20150820,.113,.263,.131,.212,.181,.169,.219,.106,.244,.119,.212,.138,.181,.194,.138,.231,.225,.188,.194,.113,.144,.113,.094,.1,.325,.156,.106,.087,.087,.094,.081,.081,.106,.087,.119,.369,.519,.206,.163,.15,.281,.15,.156,.138,.075,.081,.144,.087,A,,,20150821031750,
300,20150821,.081,.237,.094,.081,.156,.069,.075,.156,.081,.069,.113,.113,.081,.069,.144,.281,.119,.156,.119,.081,.1,.087,.063,.069,.237,.219,.2,.087,.156,.069,.087,.163,.231,.094,.144,.188,.563,.175,.169,.163,.206,.188,.194,.156,.181,.087,.144,.119,A,,,20150822021422,
300,20150822,.119,.125,.1,.119,.113,.094,.138,.1,.125,.113,.125,.125,.1,.169,.069,.156,.231,.237,.106,.163,.087,.075,.069,.1,.144,.25,.294,.188,.1,.063,.069,.163,.069,.081,.375,.688,.181,.163,.156,.163,.15,.163,.156,.1,.075,.087,.069,.069,A,,,20150823014727,
300,20150823,.069,.081,.075,.069,.069,.075,.075,.1,.194,.069,.15,.144,.081,.206,.069,.163,.394,.081,.087,.144,.075,.075,.069,.063,.075,.156,.063,.081,.081,.225,.075,.069,.069,.219,.087,.1,.637,.219,.369,.644,.481,.794,.575,.106,.169,.106,.194,.081,A,,,20150824022615,
300,20150824,.2,.106,.2,.131,.163,.2,.113,.219,.113,.2,.175,.131,.219,.081,.263,.219,.156,.1,.144,.125,.094,.056,.15,.2,.206,.206,.212,.15,.069,.169,.25,.081,.269,.156,.519,.544,.325,.256,.55,.206,.25,.356,.625,.144,.138,.163,.125,.131,A,,,20150825013656,
300,20150825,.169,.163,.106,.156,.169,.144,.113,.2,.237,.113,.15,.175,.138,.106,.2,.294,.087,.156,.156,.113,.169,.156,.087,.331,.2,.131,.069,.087,.069,.081,.194,.106,.131,.131,.144,.588,.581,.206,.4,.325,.169,.175,.181,.094,.15,.081,.138,.131,A,,,20150826030225,
300,20150826,.094,.144,.069,.15,.081,.144,.125,.081,.163,.063,.15,.206,.119,.163,.113,.3,.169,.063,.15,.1,.169,.069,.156,.081,.35,.069,.081,.081,.138,.087,.188,.069,.169,.106,.575,.375,.219,.45,.637,.156,.156,.237,.138,.131,.125,.069,.144,.075,A,,,20150827021253,
300,20150827,.15,.069,.131,.081,.106,.125,.075,.138,.063,.163,.069,.15,.063,.163,.069,.356,.063,.119,.119,.119,.144,.15,.1,.181,.331,.075,.181,.156,.163,.119,.069,.163,.081,.156,.175,.688,.306,.231,.563,.8,.787,.369,.125,.169,.125,.106,.144,.106,A,,,20150828014056,
300,20150828,.15,.113,.138,.144,.113,.156,.087,.188,.075,.181,.063,.181,.075,.175,.087,.331,.075,.163,.075,.175,.075,.169,.063,.2,.306,.1,.087,.106,.081,.219,.075,.069,.075,.181,.113,.319,.7,.219,.8,.794,.769,.15,.206,.169,.188,.087,.287,.156,A,,,20150829022702,
