100,NEM12,201405061234,UNITEDDP,NEMMCO
200,SAMPLE1,E1,E1,E1,,1264983,KWH,30,
300,20140506,.144,.163,.106,.144,.169,.175,.163,.131,.175,.163,.206,.388,.425,.369,.406,1.044,.787,1.15,.806,.75,.744,.756,.756,.756,.725,.744,.306,.119,.106,.094,.131,.169,.206,.237,.319,.487,.944,.85,1.138,.944,1.044,.944,1.138,1.131,1.125,.7,.344,.619,A,,,20140507050006,
300,20140507,.188,.156,.113,.138,.163,.169,.169,.125,.144,.181,.2,.188,.163,.194,.381,.694,.575,.244,.637,.781,.725,.75,.762,.762,.731,.719,.313,.125,.106,.1,.106,.144,.156,.225,.287,.519,.531,1.319,1.625,1.063,1.269,1.125,1.425,2.075,1.05,.938,.575,.1,A,,,20140508031301,
300,20140508,.125,.144,.138,.15,.15,.156,.2,.163,.144,.15,.225,.206,.188,.175,.8,1.319,.375,.125,.694,1.388,1.194,.875,1.231,2.063,.813,.731,1.019,.306,.25,.469,.325,.331,.138,.119,.119,.313,1.094,1.175,1.087,1.238,.775,.787,1.256,2.056,1.144,.194,.131,.119,A,,,20140509035901,
300,20140509,.119,.144,.138,.125,.138,.181,.163,.131,.15,.163,.212,.2,.169,.181,.313,.494,.738,.825,.806,1.5,1.087,.819,.75,.8,.887,1.15,.481,.125,.125,.094,.119,.256,.412,.469,.494,.619,.531,.556,.95,.919,.894,.863,.794,.656,.662,.381,.694,.194,A,,,20140510035510,
300,20140510,.138,.175,.144,.15,.156,.2,.175,.15,.156,.175,.237,.188,.175,.181,.188,.169,.313,.169,.606,.963,1.038,1.044,1.288,1.163,1.069,1.013,.944,.819,1.025,1.031,1.075,.688,.769,.475,.362,.287,.344,.95,1.087,.881,1.231,1.238,.956,1.256,1.131,.863,.237,.212,A,,,20140511054801,
300,20140511,.338,.231,.244,.212,.231,.25,.25,.269,.219,.219,.294,.287,.3,.263,.25,.275,.256,.6,.65,1.05,1.55,1.013,.838,.825,.813,.831,.406,.206,.206,.175,.188,.212,.206,.738,.556,.713,1.169,2.087,1.625,2.256,1.719,1.325,1.337,1.269,.6,.313,.75,.594,A,,,20140512050459,
300,20140512,.181,.806,.219,.144,.125,.181,.169,.125,.144,.15,.206,.188,.163,.256,.344,.356,.4,.263,.681,.912,.831,.825,.838,.844,.819,.863,.494,.256,.225,.194,.2,.206,.206,.175,.219,.331,.656,.75,.813,.906,.813,.825,.988,1.119,.919,.512,.275,.106,A,,,20140513122659,
300,20140513,.138,.131,.094,.125,.156,.181,.125,.131,.156,.156,.313,.138,.15,.194,.231,.456,.475,.256,.688,.838,.806,.85,.856,.831,.844,.825,.431,.212,.181,.2,.219,.212,.331,.444,.512,.625,.656,.669,.831,1.131,1.056,.881,.894,1.019,1.244,.725,.581,.444,A,,,20140514045146,
300,20140514,.15,.125,.119,.113,.169,.175,.131,.144,.156,.163,.406,.212,.244,.244,.375,.606,.175,.163,.588,.762,.731,.762,.762,.756,.725,.75,.362,.119,.094,.113,.169,.269,.225,.356,.5,.469,.706,2.638,1.194,.963,1.1,1.15,1.163,1.263,1.269,1.175,.75,.138,A,,,20140515062701,
300,20140515,.156,.119,.113,.125,.169,.181,.131,.131,.175,.163,.212,.481,.231,.438,1.125,1.513,.975,.85,.844,1.563,.975,.931,1.038,.925,1,1.25,.719,.519,.425,.781,.313,.144,.1,.175,.45,.287,1.638,1.85,1.244,1.181,1.138,.925,1.212,1.519,.894,.781,.269,.512,A,,,20140516044101,
